opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,opt_unroll,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,<$compile-performance
0,0,0,0,0,3,0,1,64,0,0,4980.8
0,0,0,0,0,4,0,1,64,0,0,5426
0,0,0,0,0,1,0,2,64,0,0,2984.4
0,0,0,0,0,2,0,2,64,0,0,5436.4
0,0,0,0,0,3,0,2,64,0,0,4848.2
0,0,0,0,0,4,0,2,64,0,0,5319
0,0,0,0,0,1,0,3,64,0,0,2965.4
0,0,0,0,0,2,0,3,64,0,0,5420.2
0,0,0,0,0,3,0,3,64,0,0,4795
0,0,0,0,0,4,0,3,64,0,0,5177.8
0,0,0,0,0,1,0,4,64,0,0,2881.8
0,0,0,0,0,2,0,4,64,0,0,5311.2
0,0,0,0,0,3,0,4,64,0,0,4686.6
0,0,0,0,0,4,0,4,64,0,0,5053.4
0,0,0,0,0,1,0,1,128,0,0,3066.8
0,0,0,0,0,2,0,1,128,0,0,5522.4
0,0,0,0,0,3,0,1,128,0,0,4984.4
0,0,0,0,0,4,0,1,128,0,0,5429.2
0,0,0,0,0,1,0,2,128,0,0,2960.8
0,0,0,0,0,2,0,2,128,0,0,5433.8
0,0,0,0,0,3,0,2,128,0,0,4855.6
0,0,0,0,0,4,0,2,128,0,0,5324.4
0,0,0,0,0,1,0,3,128,0,0,2940.4
0,0,0,0,0,2,0,3,128,0,0,5405.6
0,0,0,0,0,3,0,3,128,0,0,4776.2
0,0,0,0,0,4,0,3,128,0,0,5149.2
0,0,0,0,0,1,0,4,128,0,0,2899.6
0,0,0,0,0,2,0,4,128,0,0,5301.4
0,0,0,0,0,3,0,4,128,0,0,4678.2
0,0,0,0,0,4,0,4,128,0,0,5083
0,0,0,0,0,1,0,1,0,8,0,3013.4
0,0,0,0,0,2,0,1,0,8,0,5241.8
0,0,0,0,0,3,0,1,0,8,0,4774.6
0,0,0,0,0,4,0,1,0,8,0,5269.4
0,0,0,0,0,1,0,2,0,8,0,2999.4
0,0,0,0,0,2,0,2,0,8,0,5201.2
0,0,0,0,0,3,0,2,0,8,0,4704.4
0,0,0,0,0,4,0,2,0,8,0,5225.4
0,0,0,0,0,1,0,3,0,8,0,2939.2
0,0,0,0,0,2,0,3,0,8,0,5026.4
0,0,0,0,0,3,0,3,0,8,0,4524.8
0,0,0,0,0,4,0,3,0,8,0,4921.6
0,0,0,0,0,1,0,4,0,8,0,2901
0,0,0,0,0,2,0,4,0,8,0,5071.4
0,0,0,0,0,3,0,4,0,8,0,4491.6
0,0,0,0,0,4,0,4,0,8,0,4899.4
0,0,0,0,0,1,0,1,8,8,0,3095
0,0,0,0,0,2,0,1,8,8,0,5825.4
0,0,0,0,0,3,0,1,8,8,0,5210
0,0,0,0,0,4,0,1,8,8,0,5688.4
0,0,0,0,0,1,0,2,8,8,0,3076.8
0,0,0,0,0,2,0,2,8,8,0,5581.2
0,0,0,0,0,3,0,2,8,8,0,5044.6
0,0,0,0,0,4,0,2,8,8,0,5508.8
0,0,0,0,0,1,0,3,8,8,0,3021.8
0,0,0,0,0,2,0,3,8,8,0,5475
0,0,0,0,0,3,0,3,8,8,0,4885.8
0,0,0,0,0,4,0,3,8,8,0,5239.4
0,0,0,0,0,1,0,4,8,8,0,2952.4
0,0,0,0,0,2,0,4,8,8,0,5429.6
0,0,0,0,0,3,0,4,8,8,0,4804.6
0,0,0,0,0,4,0,4,8,8,0,5176
0,0,0,0,0,1,0,1,10,8,0,3100.8
0,0,0,0,0,2,0,1,10,8,0,5725.4
0,0,0,0,0,3,0,1,10,8,0,5152.8
0,0,0,0,0,4,0,1,10,8,0,5604.8
0,0,0,0,0,1,0,2,10,8,0,3096
0,0,0,0,0,2,0,2,10,8,0,5666
0,0,0,0,0,3,0,2,10,8,0,5063.4
0,0,0,0,0,4,0,2,10,8,0,5540.4
0,0,0,0,0,1,0,3,10,8,0,3030.2
0,0,0,0,0,2,0,3,10,8,0,5503.2
0,0,0,0,0,3,0,3,10,8,0,4900
0,0,0,0,0,4,0,3,10,8,0,5297
0,0,0,0,0,1,0,4,10,8,0,2963.8
0,0,0,0,0,2,0,4,10,8,0,5576.2
0,0,0,0,0,3,0,4,10,8,0,4966.2
0,0,0,0,0,4,0,4,10,8,0,5328.6
0,0,0,0,0,1,0,1,16,8,0,3082.8
0,0,0,0,0,2,0,1,16,8,0,5667.6
0,0,0,0,0,3,0,1,16,8,0,5069.8
0,0,0,0,0,4,0,1,16,8,0,5564.2
0,0,0,0,0,1,0,2,16,8,0,3068.2
0,0,0,0,0,2,0,2,16,8,0,5718.2
0,0,0,0,0,3,0,2,16,8,0,5157.8
0,0,0,0,0,4,0,2,16,8,0,5606
0,0,0,0,0,1,0,3,16,8,0,2967
0,0,0,0,0,2,0,3,16,8,0,5589.8
0,0,0,0,0,3,0,3,16,8,0,4960.6
0,0,0,0,0,4,0,3,16,8,0,5324.8
0,0,0,0,0,1,0,4,16,8,0,2963.6
0,0,0,0,0,2,0,4,16,8,0,5476
0,0,0,0,0,3,0,4,16,8,0,4831.6
0,0,0,0,0,4,0,4,16,8,0,5234.6
0,0,0,0,0,1,0,1,20,8,0,3098.6
0,0,0,0,0,2,0,1,20,8,0,5688.4
0,0,0,0,0,3,0,1,20,8,0,5161.2
0,0,0,0,0,4,0,1,20,8,0,5553.2
0,0,0,0,0,1,0,2,20,8,0,3090.8
0,0,0,0,0,2,0,2,20,8,0,5796.8
0,0,0,0,0,3,0,2,20,8,0,5201.6
0,0,0,0,0,4,0,2,20,8,0,5663.2
0,0,0,0,0,1,0,3,20,8,0,2990.2
0,0,0,0,0,2,0,3,20,8,0,5625.6
0,0,0,0,0,3,0,3,20,8,0,5010.6
0,0,0,0,0,4,0,3,20,8,0,5357.4
0,0,0,0,0,1,0,4,20,8,0,2977.4
0,0,0,0,0,2,0,4,20,8,0,5578.2
0,0,0,0,0,3,0,4,20,8,0,4929
0,0,0,0,0,4,0,4,20,8,0,5333.8
0,0,0,0,0,1,0,1,32,8,0,3079.8
0,0,0,0,0,2,0,1,32,8,0,5784.2
0,0,0,0,0,3,0,1,32,8,0,5200.8
0,0,0,0,0,4,0,1,32,8,0,5631.4
0,0,0,0,0,1,0,2,32,8,0,3075.2
0,0,0,0,0,2,0,2,32,8,0,5667.6
0,0,0,0,0,3,0,2,32,8,0,5075.8
0,0,0,0,0,4,0,2,32,8,0,5562.2
0,0,0,0,0,1,0,3,32,8,0,3001.4
0,0,0,0,0,2,0,3,32,8,0,5553
0,0,0,0,0,3,0,3,32,8,0,4891.8
0,0,0,0,0,4,0,3,32,8,0,5282.8
0,0,0,0,0,1,0,4,32,8,0,2949.2
0,0,0,0,0,2,0,4,32,8,0,5522.4
0,0,0,0,0,3,0,4,32,8,0,4881.2
0,0,0,0,0,4,0,4,32,8,0,5288.6
0,0,0,0,0,1,0,1,64,8,0,3100.2
0,0,0,0,0,2,0,1,64,8,0,5760.2
0,0,0,0,0,3,0,1,64,8,0,5221
0,0,0,0,0,4,0,1,64,8,0,5671.4
0,0,0,0,0,1,0,2,64,8,0,3067.4
0,0,0,0,0,2,0,2,64,8,0,5679.8
0,0,0,0,0,3,0,2,64,8,0,5091
0,0,0,0,0,4,0,2,64,8,0,5507.6
0,0,0,0,0,1,0,3,64,8,0,2997.6
0,0,0,0,0,2,0,3,64,8,0,5539.4
0,0,0,0,0,3,0,3,64,8,0,4875.6
0,0,0,0,0,4,0,3,64,8,0,5283.4
0,0,0,0,0,1,0,4,64,8,0,2951
0,0,0,0,0,2,0,4,64,8,0,5525.6
0,0,0,0,0,3,0,4,64,8,0,4919.4
0,0,0,0,0,4,0,4,64,8,0,5303.6
0,0,0,0,0,1,0,1,128,8,0,3078.4
0,0,0,0,0,2,0,1,128,8,0,5758.2
0,0,0,0,0,3,0,1,128,8,0,5220.4
0,0,0,0,0,4,0,1,128,8,0,5629
0,0,0,0,0,1,0,2,128,8,0,3047.8
0,0,0,0,0,2,0,2,128,8,0,5686.2
0,0,0,0,0,3,0,2,128,8,0,5093.6
0,0,0,0,0,4,0,2,128,8,0,5528
0,0,0,0,0,1,0,3,128,8,0,3016.6
0,0,0,0,0,2,0,3,128,8,0,5515.2
0,0,0,0,0,3,0,3,128,8,0,4921.4
0,0,0,0,0,4,0,3,128,8,0,5260
0,0,0,0,0,1,0,4,128,8,0,2965.2
0,0,0,0,0,2,0,4,128,8,0,5521.4
0,0,0,0,0,3,0,4,128,8,0,4927
0,0,0,0,0,4,0,4,128,8,0,5295.4
0,0,0,0,0,1,0,1,0,10,0,3025
0,0,0,0,0,2,0,1,0,10,0,5219.6
0,0,0,0,0,3,0,1,0,10,0,4754.4
0,0,0,0,0,4,0,1,0,10,0,5266.4
0,0,0,0,0,1,0,2,0,10,0,3017.8
0,0,0,0,0,2,0,2,0,10,0,5186.8
0,0,0,0,0,3,0,2,0,10,0,4779.2
0,0,0,0,0,4,0,2,0,10,0,5189.2
0,0,0,0,0,1,0,3,0,10,0,2952.4
0,0,0,0,0,2,0,3,0,10,0,5057
0,0,0,0,0,3,0,3,0,10,0,4547.6
0,0,0,0,0,4,0,3,0,10,0,4929.6
0,0,0,0,0,1,0,4,0,10,0,2890.4
0,0,0,0,0,2,0,4,0,10,0,4971.6
0,0,0,0,0,3,0,4,0,10,0,4438.6
0,0,0,0,0,4,0,4,0,10,0,4893
0,0,0,0,0,1,0,1,8,10,0,3120.2
0,0,0,0,0,2,0,1,8,10,0,5815.6
0,0,0,0,0,3,0,1,8,10,0,5253
0,0,0,0,0,4,0,1,8,10,0,5686.8
0,0,0,0,0,1,0,2,8,10,0,3088.4
0,0,0,0,0,2,0,2,8,10,0,5655.2
0,0,0,0,0,3,0,2,8,10,0,5053.6
0,0,0,0,0,4,0,2,8,10,0,5531.4
0,0,0,0,0,1,0,3,8,10,0,3006.4
0,0,0,0,0,2,0,3,8,10,0,5471
0,0,0,0,0,3,0,3,8,10,0,4875
0,0,0,0,0,4,0,3,8,10,0,5262.8
0,0,0,0,0,1,0,4,8,10,0,2953.4
0,0,0,0,0,2,0,4,8,10,0,5509.4
0,0,0,0,0,3,0,4,8,10,0,4875
0,0,0,0,0,4,0,4,8,10,0,5254.2
0,0,0,0,0,1,0,1,10,10,0,3118
0,0,0,0,0,2,0,1,10,10,0,5810.6
0,0,0,0,0,3,0,1,10,10,0,5263.8
0,0,0,0,0,4,0,1,10,10,0,5730.8
0,0,0,0,0,1,0,2,10,10,0,3066.8
0,0,0,0,0,2,0,2,10,10,0,5578.8
0,0,0,0,0,3,0,2,10,10,0,5024.4
0,0,0,0,0,4,0,2,10,10,0,5489.4
0,0,0,0,0,1,0,3,10,10,0,3005
0,0,0,0,0,2,0,3,10,10,0,5572.4
0,0,0,0,0,3,0,3,10,10,0,4968
0,0,0,0,0,4,0,3,10,10,0,5326
0,0,0,0,0,1,0,4,10,10,0,2963.2
0,0,0,0,0,2,0,4,10,10,0,5562.2
0,0,0,0,0,3,0,4,10,10,0,4940.8
0,0,0,0,0,4,0,4,10,10,0,5311
0,0,0,0,0,1,0,1,16,10,0,3119.8
0,0,0,0,0,2,0,1,16,10,0,5686.2
0,0,0,0,0,3,0,1,16,10,0,5135.4
0,0,0,0,0,4,0,1,16,10,0,5593.2
0,0,0,0,0,1,0,2,16,10,0,3035.4
0,0,0,0,0,2,0,2,16,10,0,5697
0,0,0,0,0,3,0,2,16,10,0,5092.8
0,0,0,0,0,4,0,2,16,10,0,5536.4
0,0,0,0,0,1,0,3,16,10,0,3014.6
0,0,0,0,0,2,0,3,16,10,0,5560.8
0,0,0,0,0,3,0,3,16,10,0,4913.6
0,0,0,0,0,4,0,3,16,10,0,5302
0,0,0,0,0,1,0,4,16,10,0,2966.6
0,0,0,0,0,2,0,4,16,10,0,5447.6
0,0,0,0,0,3,0,4,16,10,0,4831.8
0,0,0,0,0,4,0,4,16,10,0,5201.2
0,0,0,0,0,1,0,1,20,10,0,3116.8
0,0,0,0,0,2,0,1,20,10,0,5699.2
0,0,0,0,0,3,0,1,20,10,0,5146.4
0,0,0,0,0,4,0,1,20,10,0,5601.2
0,0,0,0,0,1,0,2,20,10,0,3078.2
0,0,0,0,0,2,0,2,20,10,0,5702.8
0,0,0,0,0,3,0,2,20,10,0,5134.8
0,0,0,0,0,4,0,2,20,10,0,5588.8
0,0,0,0,0,1,0,3,20,10,0,2997.4
0,0,0,0,0,2,0,3,20,10,0,5563.8
0,0,0,0,0,3,0,3,20,10,0,4950
0,0,0,0,0,4,0,3,20,10,0,5311.8
0,0,0,0,0,1,0,4,20,10,0,2982.8
0,0,0,0,0,2,0,4,20,10,0,5442.4
0,0,0,0,0,3,0,4,20,10,0,4837.4
0,0,0,0,0,4,0,4,20,10,0,5202.6
0,0,0,0,0,1,0,1,32,10,0,3092.6
0,0,0,0,0,2,0,1,32,10,0,5743.6
0,0,0,0,0,3,0,1,32,10,0,5151.4
0,0,0,0,0,4,0,1,32,10,0,5631.2
0,0,0,0,0,1,0,2,32,10,0,3047.8
0,0,0,0,0,2,0,2,32,10,0,5666.4
0,0,0,0,0,3,0,2,32,10,0,5090.6
0,0,0,0,0,4,0,2,32,10,0,5541
0,0,0,0,0,1,0,3,32,10,0,3005.6
0,0,0,0,0,2,0,3,32,10,0,5491.2
0,0,0,0,0,3,0,3,32,10,0,4850.8
0,0,0,0,0,4,0,3,32,10,0,5242
0,0,0,0,0,1,0,4,32,10,0,2957.8
0,0,0,0,0,2,0,4,32,10,0,5544
0,0,0,0,0,3,0,4,32,10,0,4928.8
0,0,0,0,0,4,0,4,32,10,0,5280.4
0,0,0,0,0,1,0,1,64,10,0,3108
0,0,0,0,0,2,0,1,64,10,0,5724.4
0,0,0,0,0,3,0,1,64,10,0,5165.6
0,0,0,0,0,4,0,1,64,10,0,5620.8
0,0,0,0,0,1,0,2,64,10,0,3051.6
0,0,0,0,0,2,0,2,64,10,0,5665.4
0,0,0,0,0,3,0,2,64,10,0,5091
0,0,0,0,0,4,0,2,64,10,0,5512.8
0,0,0,0,0,1,0,3,64,10,0,3068.6
0,0,0,0,0,2,0,3,64,10,0,5487.6
0,0,0,0,0,3,0,3,64,10,0,4833.2
0,0,0,0,0,4,0,3,64,10,0,5244.8
0,0,0,0,0,1,0,4,64,10,0,2964
0,0,0,0,0,2,0,4,64,10,0,5520.8
0,0,0,0,0,3,0,4,64,10,0,4921.6
0,0,0,0,0,4,0,4,64,10,0,5294.6
0,0,0,0,0,1,0,1,128,10,0,3114.6
0,0,0,0,0,2,0,1,128,10,0,5710.6
0,0,0,0,0,3,0,1,128,10,0,5175.4
0,0,0,0,0,4,0,1,128,10,0,5613.6
0,0,0,0,0,1,0,2,128,10,0,3055
0,0,0,0,0,2,0,2,128,10,0,5629.6
0,0,0,0,0,3,0,2,128,10,0,5087.6
0,0,0,0,0,4,0,2,128,10,0,5547.6
0,0,0,0,0,1,0,3,128,10,0,3000.8
0,0,0,0,0,2,0,3,128,10,0,5487.2
0,0,0,0,0,3,0,3,128,10,0,4885.2
0,0,0,0,0,4,0,3,128,10,0,5219.6
0,0,0,0,0,1,0,4,128,10,0,2972.2
0,0,0,0,0,2,0,4,128,10,0,5545
0,0,0,0,0,3,0,4,128,10,0,4887
0,0,0,0,0,4,0,4,128,10,0,5322
0,0,0,0,0,1,0,1,0,16,0,3074.6
0,0,0,0,0,2,0,1,0,16,0,5239
0,0,0,0,0,3,0,1,0,16,0,4768.8
0,0,0,0,0,4,0,1,0,16,0,5231.6
0,0,0,0,0,1,0,2,0,16,0,3007
0,0,0,0,0,2,0,2,0,16,0,5178.4
0,0,0,0,0,3,0,2,0,16,0,4737.6
0,0,0,0,0,4,0,2,0,16,0,5199.2
0,0,0,0,0,1,0,3,0,16,0,2976.6
0,0,0,0,0,2,0,3,0,16,0,5028.8
0,0,0,0,0,3,0,3,0,16,0,4533.8
0,0,0,0,0,4,0,3,0,16,0,4915
0,0,0,0,0,1,0,4,0,16,0,2904.4
0,0,0,0,0,2,0,4,0,16,0,4957.6
0,0,0,0,0,3,0,4,0,16,0,4447.2
0,0,0,0,0,4,0,4,0,16,0,4844
0,0,0,0,0,1,0,1,8,16,0,3092.8
0,0,0,0,0,2,0,1,8,16,0,5804.8
0,0,0,0,0,3,0,1,8,16,0,5223.8
0,0,0,0,0,4,0,1,8,16,0,5679.4
0,0,0,0,0,1,0,2,8,16,0,3053
0,0,0,0,0,2,0,2,8,16,0,5672.4
0,0,0,0,0,3,0,2,8,16,0,5112
0,0,0,0,0,4,0,2,8,16,0,5557.6
0,0,0,0,0,1,0,3,8,16,0,3009.2
0,0,0,0,0,2,0,3,8,16,0,5516.6
0,0,0,0,0,3,0,3,8,16,0,4925.6
0,0,0,0,0,4,0,3,8,16,0,5299.6
0,0,0,0,0,1,0,4,8,16,0,2953.2
0,0,0,0,0,2,0,4,8,16,0,5505.4
0,0,0,0,0,3,0,4,8,16,0,4890.6
0,0,0,0,0,4,0,4,8,16,0,5296.2
0,0,0,0,0,1,0,1,10,16,0,3154.4
0,0,0,0,0,2,0,1,10,16,0,5837.6
0,0,0,0,0,3,0,1,10,16,0,5241.4
0,0,0,0,0,4,0,1,10,16,0,5717
0,0,0,0,0,1,0,2,10,16,0,3083.6
0,0,0,0,0,2,0,2,10,16,0,5692.8
0,0,0,0,0,3,0,2,10,16,0,5085.2
0,0,0,0,0,4,0,2,10,16,0,5572.2
0,0,0,0,0,1,0,3,10,16,0,3018.4
0,0,0,0,0,2,0,3,10,16,0,5615.4
0,0,0,0,0,3,0,3,10,16,0,5021.2
0,0,0,0,0,4,0,3,10,16,0,5379
0,0,0,0,0,1,0,4,10,16,0,2953
0,0,0,0,0,2,0,4,10,16,0,5443.2
0,0,0,0,0,3,0,4,10,16,0,4844.4
0,0,0,0,0,4,0,4,10,16,0,5185.2
0,0,0,0,0,1,0,1,16,16,0,3095.6
0,0,0,0,0,2,0,1,16,16,0,5608.8
0,0,0,0,0,3,0,1,16,16,0,5012.8
0,0,0,0,0,4,0,1,16,16,0,5478.2
0,0,0,0,0,1,0,2,16,16,0,3041
0,0,0,0,0,2,0,2,16,16,0,5677
0,0,0,0,0,3,0,2,16,16,0,5070.4
0,0,0,0,0,4,0,2,16,16,0,5543.6
0,0,0,0,0,1,0,3,16,16,0,3005.4
0,0,0,0,0,2,0,3,16,16,0,5507.2
0,0,0,0,0,3,0,3,16,16,0,4903.6
0,0,0,0,0,4,0,3,16,16,0,5274.4
0,0,0,0,0,1,0,4,16,16,0,2939.6
0,0,0,0,0,2,0,4,16,16,0,5461.2
0,0,0,0,0,3,0,4,16,16,0,4846.2
0,0,0,0,0,4,0,4,16,16,0,5216.6
0,0,0,0,0,1,0,1,20,16,0,3104.4
0,0,0,0,0,2,0,1,20,16,0,5817.6
0,0,0,0,0,3,0,1,20,16,0,5237.4
0,0,0,0,0,4,0,1,20,16,0,5703.6
0,0,0,0,0,1,0,2,20,16,0,3090.2
0,0,0,0,0,2,0,2,20,16,0,5686.6
0,0,0,0,0,3,0,2,20,16,0,5104.4
0,0,0,0,0,4,0,2,20,16,0,5574.4
0,0,0,0,0,1,0,3,20,16,0,2987.6
0,0,0,0,0,2,0,3,20,16,0,5509.2
0,0,0,0,0,3,0,3,20,16,0,4871.8
0,0,0,0,0,4,0,3,20,16,0,5274.2
0,0,0,0,0,1,0,4,20,16,0,2975
0,0,0,0,0,2,0,4,20,16,0,5356.6
0,0,0,0,0,3,0,4,20,16,0,4752
0,0,0,0,0,4,0,4,20,16,0,5140
0,0,0,0,0,1,0,1,32,16,0,3077.8
0,0,0,0,0,2,0,1,32,16,0,5690.2
0,0,0,0,0,3,0,1,32,16,0,5150.8
0,0,0,0,0,4,0,1,32,16,0,5590.8
0,0,0,0,0,1,0,2,32,16,0,3045.6
0,0,0,0,0,2,0,2,32,16,0,5715.8
0,0,0,0,0,3,0,2,32,16,0,5101.2
0,0,0,0,0,4,0,2,32,16,0,5597
0,0,0,0,0,1,0,3,32,16,0,2967.4
0,0,0,0,0,2,0,3,32,16,0,5520.2
0,0,0,0,0,3,0,3,32,16,0,4879
0,0,0,0,0,4,0,3,32,16,0,5253.2
0,0,0,0,0,1,0,4,32,16,0,2964.6
0,0,0,0,0,2,0,4,32,16,0,5499.6
0,0,0,0,0,3,0,4,32,16,0,4847.8
0,0,0,0,0,4,0,4,32,16,0,5255.4
0,0,0,0,0,1,0,1,64,16,0,3096.8
0,0,0,0,0,2,0,1,64,16,0,5711.6
0,0,0,0,0,3,0,1,64,16,0,5117.8
0,0,0,0,0,4,0,1,64,16,0,5576.4
0,0,0,0,0,1,0,2,64,16,0,3052
0,0,0,0,0,2,0,2,64,16,0,5712.4
0,0,0,0,0,3,0,2,64,16,0,5099.4
0,0,0,0,0,4,0,2,64,16,0,5567
0,0,0,0,0,1,0,3,64,16,0,2970.4
0,0,0,0,0,2,0,3,64,16,0,5508
0,0,0,0,0,3,0,3,64,16,0,4893.2
0,0,0,0,0,4,0,3,64,16,0,5269.4
0,0,0,0,0,1,0,4,64,16,0,2940.2
0,0,0,0,0,2,0,4,64,16,0,5501.6
0,0,0,0,0,3,0,4,64,16,0,4882.4
0,0,0,0,0,4,0,4,64,16,0,5253.4
0,0,0,0,0,1,0,1,128,16,0,3083.2
0,0,0,0,0,2,0,1,128,16,0,5703.2
0,0,0,0,0,3,0,1,128,16,0,5120.8
0,0,0,0,0,4,0,1,128,16,0,5612.2
0,0,0,0,0,1,0,2,128,16,0,3078.4
0,0,0,0,0,2,0,2,128,16,0,5746.2
0,0,0,0,0,3,0,2,128,16,0,5108.6
0,0,0,0,0,4,0,2,128,16,0,5578.6
0,0,0,0,0,1,0,3,128,16,0,2981.6
0,0,0,0,0,2,0,3,128,16,0,5521
0,0,0,0,0,3,0,3,128,16,0,4907.8
0,0,0,0,0,4,0,3,128,16,0,5285.8
0,0,0,0,0,1,0,4,128,16,0,2953.8
0,0,0,0,0,2,0,4,128,16,0,5483.2
0,0,0,0,0,3,0,4,128,16,0,4847.4
0,0,0,0,0,4,0,4,128,16,0,5250.4
